,id,Tweet,location,time,polarity,subjectivity,opinion
127,128,"Have you seen the COVID Tracker app, released recently by the government?

Using the #COVIDTracker app along with t… https://t.co/WVUSlitAMK",Dub-Cork-Lim-Kil-Ath-Bel,Tue Jul 14 15:01:35 +0000 2020,0.0,0.25,Neutral
128,129,Thinking of Traveling in the U.S.? These States Have Travel Restrictions https://t.co/dOX3pK2fuB #COVID19… https://t.co/USPmlpqCbP,Manhattan,Tue Jul 14 14:26:47 +0000 2020,0.0,0.0,Neutral
129,130,The news is that India has breached 900000 mark in the number of reported cases of #COVID19 But over 570000 patient… https://t.co/bTMEZpiUZD,India,Tue Jul 14 14:01:02 +0000 2020,0.0,0.0,Neutral
130,131,"Covid tracker #covidtracker (Remember to login daily, even if you've no symptoms!) @ Dunshaughlin https://t.co/758JHkD8dK","Drumree, Co. Meath, Ireland",Tue Jul 14 13:35:07 +0000 2020,0.0,0.0,Neutral
131,132,"Covid tracker #covidtracker (Remember to login daily, even if you've no symptoms!) @ Dunshaughlin https://t.co/6ApgYt2B3z","Drumree, Co. Meath, Ireland",Tue Jul 14 13:34:44 +0000 2020,0.0,0.0,Neutral
132,133,"Looking for information on the new #CovidTracker app? Find out:

➡️ How it works
➡️ How to download it

at 👉… https://t.co/NmuDNbGGRm","Dublin, Ireland",Tue Jul 14 13:01:08 +0000 2020,0.13636363636363635,0.45454545454545453,Positive
133,134,Download the #COVIDTracker app today and #StaySafe https://t.co/tbcLUcX8jj #COVID19 #UnityInOurCommunity https://t.co/OPcldCGBH2,Bray,Tue Jul 14 13:00:37 +0000 2020,0.0,0.0,Neutral
134,135,"@2daydream Our IPhones locked until we did their updates.
The update included
#CovidTRACKER",,Tue Jul 14 12:41:13 +0000 2020,0.0,0.0,Neutral
135,136,"#DailyUpdate
➪ #COVID19 tests per mn vs deaths per mn (Top 10 African countries)

➪ #COVID19 tests per mn vs deaths… https://t.co/raAGYvN12o",India,Tue Jul 14 12:36:11 +0000 2020,0.25,0.25,Positive
136,137,"#DailyUpdate

➪ Total number of cases in the Indian region since the 1000th case

➪ #COVID19 status of states with… https://t.co/y4pKje31DR",India,Tue Jul 14 12:35:29 +0000 2020,0.0,0.75,Neutral
137,138,"#DailyUpdate
➪ COVID testing: Positivity rate of infections

➪ COVID death rate: Ratio of Total Deaths to Overall C… https://t.co/y9D6vym566",India,Tue Jul 14 12:33:34 +0000 2020,0.0,0.375,Neutral
138,139,"Download the #CovidTracker App and help #FlattenTheCurve even more Flexed biceps

For further information please vi… https://t.co/q52PWMji8p",Ireland,Tue Jul 14 12:10:00 +0000 2020,0.0,0.0,Neutral
139,140,"Tracking five Indian states that have the most #COVID19 infections.

#CoronaTracker #DailyUpdates… https://t.co/ynRInJXMPw",India,Tue Jul 14 11:51:54 +0000 2020,0.0,0.0,Neutral
140,141,"The 10 countries that have recorded highest #COVID19 cases in the world. 

Brazil, with 1,887,959 cases, remains th… https://t.co/KbzgjB8314",India,Tue Jul 14 11:51:29 +0000 2020,0.0,0.0,Neutral
141,142,"Confirmed #COVID19 cases of top 10 African countries.

#DailyUpdates

For more facts, figures and perspectives from… https://t.co/1ecFVhNjhr",India,Tue Jul 14 11:50:57 +0000 2020,0.3,0.5,Positive
142,143,"#DailyUpdates 

#COVID19 cases in #Africa  

Region wise confirmed #COVID19 cases in Africa are:

▶ #NorthAfrica 12… https://t.co/3ADuGz9aHU",India,Tue Jul 14 11:50:17 +0000 2020,0.55,0.95,Very Positive
143,144,"Confirmed #COVID19 cases in the Indian subcontinent.

#DailyUpdates

For more compelling facts, figures and perspec… https://t.co/rYV5RRyzgh",India,Tue Jul 14 11:49:17 +0000 2020,0.35,0.8,Positive
144,145,"#Covid19Tracker data shows some increases in borrowing with Kenya up from 20% to 26% &amp; South Africa from 3,2% to 5,… https://t.co/VbpjJOrY07",Johannesburg,Tue Jul 14 11:00:07 +0000 2020,0.0,0.0,Neutral
145,146,#COVID19 has disrupted many livelihoods. Data from https://t.co/lZJTnEXo2y shows 27% of Kenyans are not making any… https://t.co/KMx0qiC9n5,"Nairobi, Kenya",Tue Jul 14 10:10:03 +0000 2020,0.5,0.5,Positive
146,147,Discover how a diverse team of dedicated experts came together to build one of the world's most successful contact… https://t.co/jI0VTFo58z,"Tramore, Ireland",Tue Jul 14 09:49:39 +0000 2020,0.75,0.95,Very Positive
147,148,"These #COVID19Apps lack information on #DataProtection — #DataAnonymisation, the security measures they deploy, and… https://t.co/MsqEZ8kdgS",India,Tue Jul 14 09:38:32 +0000 2020,0.0,0.0,Neutral
148,149,All the #COVID19Apps by state governments that were studied collect data beyond the scope of their intended purpose… https://t.co/YV3GwBooSs,India,Tue Jul 14 09:35:00 +0000 2020,0.0,0.0,Neutral
149,150,"While there has been considerable focus on #AarogyaSetu, several state governments have launched their own… https://t.co/fonVFUlrjc",India,Tue Jul 14 09:30:00 +0000 2020,0.05,0.225,Positive
150,151,"There are two ways to download the #CovidTracker app. 

1: Go to https://t.co/nyuuon76Wx on your phone and follow t… https://t.co/UYbUyOfnTY",Sport Ireland Campus,Tue Jul 14 08:18:38 +0000 2020,0.0,0.0,Neutral
151,152,"#CoronavirusUpdates: Tally crosses 9-lakh mark, lockdown begins in Bengaluru, WHO warns the situation could get wor… https://t.co/yQUEmOeWDW",India,Tue Jul 14 08:00:22 +0000 2020,0.0,0.0,Neutral
152,153,"#DailyUpdates #IndiaFightsCoronavirus  

Visit ORF's #COVIDTracker: https://t.co/GhpmKnVzxf

State-wise distributio… https://t.co/eMozuCPE99",India,Tue Jul 14 07:06:04 +0000 2020,0.0,0.0,Neutral
153,154,"We are pleased to announce that Nitin Gandhi, has created: How to make a COVID-19 Tracker App with graphs using Goo… https://t.co/eMaqbmAGMe","Stanford, CA",Tue Jul 14 04:17:32 +0000 2020,0.5,1.0,Positive
154,155,Words to #see by...Sometimes you’ve got to tell it like it is to make your point. People seem to always prefer a He… https://t.co/qGLQPE8GwS,Maui - Los Angeles - Chicago,Tue Jul 14 03:04:04 +0000 2020,0.0,0.0,Neutral
155,156,"Up until yesterday, only
1% had symptoms. Takes 2 wks for the virus to show symptoms.

2 wks ago the pubs reopened.… https://t.co/6GslA3lFq9",Dubberlin,Tue Jul 14 02:40:03 +0000 2020,0.0,0.0,Neutral
156,157,"So the CovidSafe app doesn’t work?
I am shocked! — so who was the jerk
Who sprayed all the cash
And bruited the has… https://t.co/BcunOn6zVZ",,Tue Jul 14 00:17:10 +0000 2020,-0.7,0.8,Very Negative
157,158,"Donald Trump is Not the Only One Who Wants to 'Reopen America', It's Mostly Bots on Twitter #TrumpBodyCount… https://t.co/ZoX4XSPIJi",The World ,Mon Jul 13 23:49:36 +0000 2020,0.35,0.3,Positive
158,159,"Trying to understand how tracing apps work can be a significant challenge. 

That’s why we put together this Non-Te… https://t.co/VFSVxIFFw4","Tramore, Ireland",Mon Jul 13 20:46:01 +0000 2020,0.375,0.875,Positive
159,160,Is anyone else getting the same alert from the COVID tracker Ireland app? #Covid_19 #covidtrackerireland… https://t.co/uLNgkqNyEG,"Meath, Ireland",Mon Jul 13 19:35:41 +0000 2020,0.0,0.0,Neutral
160,161,"#COVID19Ireland update, 13 July:

25,638 (+11) total cases.

Thankfully, for the second day, no new coronavirus-rel… https://t.co/hoLDrjgnEO",Ireland,Mon Jul 13 18:18:14 +0000 2020,0.04545454545454545,0.40151515151515155,Positive
161,162,@JoeBiden Please read below this is from a friend in Sacramento and also know of 2 ladies in Napa with same scenari… https://t.co/PLPxQ000af,"Woodland,CA",Mon Jul 13 17:19:52 +0000 2020,0.0,0.0,Neutral
162,163,"Mondays #Covid_19 #COVIDTracker  fatalities, on the low side as hospital registrars don't work weekend, so spike Tu… https://t.co/odQIKrydPc","South East, England",Mon Jul 13 17:11:10 +0000 2020,0.0,0.3,Neutral
163,164,@HSELive The COVID Tracker app is now available to download. It will help in the fight against coronavirus. Play yo… https://t.co/X0b11n73bA,Ireland,Mon Jul 13 14:25:45 +0000 2020,0.4,0.4,Positive
164,165,"Mental health and Work from home⬇

https://t.co/GN2eVHm8EL
.
.
Follow us on Instagram: https://t.co/F5J8ikgDju
.
.… https://t.co/5kGh19JSKR","Bengaluru, India",Mon Jul 13 14:21:41 +0000 2020,-0.1,0.2,Negative
165,166,The COVID Tracker app is now available to download. It will help in the fight against coronavirus. Play your part i… https://t.co/eBMFYGlVAO,Ireland,Mon Jul 13 13:36:18 +0000 2020,0.4,0.4,Positive
166,167,Covid tracker #covidtracker @ Dunshaughlin https://t.co/do9M44Bnlq,"Drumree, Co. Meath, Ireland",Mon Jul 13 13:34:27 +0000 2020,0.0,0.0,Neutral
167,168,Covid tracker #covidtracker @ Dunshaughlin https://t.co/CHJy4htDSw,"Drumree, Co. Meath, Ireland",Mon Jul 13 13:34:03 +0000 2020,0.0,0.0,Neutral
168,169,"There are two ways to download the #CovidTracker app

1: Go to https://t.co/nyuuomPvxX on your phone and follow the… https://t.co/AswMZdz4C2",Sport Ireland Campus,Mon Jul 13 13:29:00 +0000 2020,0.0,0.0,Neutral
169,170,"While in April only 17% of Kenyans were borrowing, recent data from #COVID19tracker, indicates an increase in borro… https://t.co/TJqjoyWzVR","Nairobi, Kenya",Mon Jul 13 13:02:44 +0000 2020,0.0,0.25,Neutral
170,171,Using the #covidtracker app along with the existing public health measures will help us all #staysafe when we meet… https://t.co/QX6QXdZTfh,County Hall  Tallaght Ireland,Mon Jul 13 13:00:11 +0000 2020,0.0,0.06666666666666667,Neutral
171,172,"#DailyUpdate

➪ Number of Daily Cases and Deaths in India (Seven day average)

Visit ORF's #COVIDTracker:… https://t.co/feiErvdaHU",India,Mon Jul 13 11:40:55 +0000 2020,-0.075,0.19999999999999998,Negative
172,173,"#DailyUpdate

➪ Trend of India #COVID19 deaths since the 1000th death

➪ Total number of cases in the Indian region… https://t.co/MKZDLP2wa6",India,Mon Jul 13 11:39:10 +0000 2020,0.0,0.75,Neutral
173,174,"#DailyUpdate
➪ COVID testing: Positivity rate of infections

➪ COVID death rate: Ratio of Total Deaths to Overall C… https://t.co/p8X6ir96MK",India,Mon Jul 13 11:36:24 +0000 2020,0.0,0.375,Neutral
174,175,"Tracking five Indian states that have the most #COVID19 infections.

#CoronaTracker #DailyUpdates… https://t.co/QmUSKOWRl6",India,Mon Jul 13 11:19:06 +0000 2020,0.0,0.0,Neutral
175,176,"The 10 countries that have recorded highest #COVID19 cases in the world. 

Brazil, with 1,866,176 cases, remains th… https://t.co/8GahfK9pwL",India,Mon Jul 13 11:18:37 +0000 2020,0.0,0.0,Neutral
176,177,"Confirmed #COVID19 cases of top 10 African countries.

#DailyUpdates

For more facts, figures and perspectives from… https://t.co/5wjU6r0Qxg",India,Mon Jul 13 11:17:20 +0000 2020,0.3,0.5,Positive
177,178,"#DailyUpdates 

#COVID19 cases in #Africa  

Region wise confirmed #COVID19 cases in Africa are:

▶ #NorthAfrica 12… https://t.co/QMHE505m6X",India,Mon Jul 13 11:16:52 +0000 2020,0.55,0.95,Very Positive
178,179,"Ten Indian states that have done the highest #COVID19 testing.

#CoronaTracker #DailyUpdates… https://t.co/W8Tzna1lZn",India,Mon Jul 13 11:15:15 +0000 2020,0.0,0.0,Neutral
179,180,"Confirmed #COVID19 cases in the Indian subcontinent.

#DailyUpdates

For more compelling facts, figures and perspec… https://t.co/pe84mUjfWK",India,Mon Jul 13 11:13:59 +0000 2020,0.35,0.8,Positive
180,181,#Mobilemoney is the most common mode of sending money for Kenyans. 68% have used mobile money during #COVID19. Thes… https://t.co/7D3hxaZIvH,"Nairobi, Kenya",Mon Jul 13 10:18:09 +0000 2020,-0.3,0.5,Negative
181,182,Just checked-in on my #CovidTracker app. All good for me. Have you checked-in yet? https://t.co/gYAOaQdwn6,Stoneybatter,Mon Jul 13 10:03:43 +0000 2020,0.7,0.6000000000000001,Very Positive
182,183,#Sewer systems provide clues to the virus that causes #covıd19. Scientists from @RAINincubator out of #Tacoma WA ar… https://t.co/cGjyz16LM9,"Freehold, NJ",Mon Jul 13 09:56:17 +0000 2020,0.0,0.0,Neutral
183,184,Friendly neighborhood reminder that if you haven’t already you should download #CovidTracker  https://t.co/d42MvkQhSO,♑ Tropic of Capricorn,Mon Jul 13 08:30:07 +0000 2020,0.375,0.5,Positive
184,185,"#CoronavirusUpdate: India tally at over 8.78 lakh, active cases cross 3-lakh mark, Bengal records its single-bigges… https://t.co/PEr6rJO5D8",India,Mon Jul 13 07:14:09 +0000 2020,-0.06666666666666667,0.3,Negative
185,186,"#DailyUpdates #IndiaFightsCoronavirus  

Visit ORF's #COVIDTracker: https://t.co/GhpmKnVzxf

State-wise distributio… https://t.co/CRaW2tNlJf",India,Mon Jul 13 05:31:52 +0000 2020,0.0,0.0,Neutral
186,187,"RonLi COVID19 Tracker⬇

https://t.co/c3v0Im81bZ
.
.
Follow us on Instagram: https://t.co/F5J8ikgDju
.
.
#covid19… https://t.co/AtxuQga7U0","Bengaluru, India",Mon Jul 13 04:50:54 +0000 2020,0.0,0.0,Neutral
187,188,"Remember, everything you’ve seen in media is #PredictiveProgramming. #CovidTracker #testing https://t.co/ls4JbweeSs",,Sun Jul 12 21:20:53 +0000 2020,0.0,0.0,Neutral
188,189,"#COVID19Ireland update, 12 July:

25,628 (+17) total cases.

Thankfully, no new coronavirus-related deaths have bee… https://t.co/TVxtdyGsu8",Ireland,Sun Jul 12 16:53:37 +0000 2020,0.06818181818181818,0.6022727272727273,Positive
189,190,"If you've yet to install the #CovidTracker
App, please do it. Covid cases have already been discovered because of i… https://t.co/9BJh3EjNoi","Dublin, Ireland",Sun Jul 12 15:15:05 +0000 2020,0.0,0.0,Neutral
190,191,"Won't let me upload the full video 
Mike Oldfield Wrote the 🎵 for the Exorcist too 👇👀 WAKE UP 🇺🇲🌏
#CovidHoax… https://t.co/j2earKTQrr",WhereEverIWant2B,Sun Jul 12 13:56:29 +0000 2020,0.35,0.55,Positive
191,192,Covid tracker #covidtracker @ Dunshaughlin https://t.co/fXu0GjGKPG,"Drumree, Co. Meath, Ireland",Sun Jul 12 13:47:29 +0000 2020,0.0,0.0,Neutral
192,193,Covid tracker #covidtracker @ Dunshaughlin https://t.co/gQ6Htm370g,"Drumree, Co. Meath, Ireland",Sun Jul 12 13:47:08 +0000 2020,0.0,0.0,Neutral
193,194,Covid tracker #covidtracker @ Dunshaughlin https://t.co/PAyx8AuUgN,"Drumree, Co. Meath, Ireland",Sun Jul 12 13:46:06 +0000 2020,0.0,0.0,Neutral
194,195,"There are two ways to download the #CovidTracker app

1: Go to https://t.co/nyuuomPvxX on your phone and follow the… https://t.co/iLsu8MBbDa",Sport Ireland Campus,Sun Jul 12 10:59:00 +0000 2020,0.0,0.0,Neutral
195,196,Why would my #covidtracker be back to installing stage this morning? #hse,"Cork, Ireland",Sun Jul 12 10:40:44 +0000 2020,0.0,0.0,Neutral
196,197,"The 10 countries that have recorded highest #COVID19 cases in the world. 

USA, with 3,355,646 cases, remains the m… https://t.co/HozZP1BvKA",India,Sun Jul 12 09:07:50 +0000 2020,0.0,0.0,Neutral
197,198,"Confirmed #COVID19 cases of top 10 African countries.

#DailyUpdates

For more facts, figures and perspectives from… https://t.co/De77q6Q8a9",India,Sun Jul 12 09:05:14 +0000 2020,0.3,0.5,Positive
198,199,"#DailyUpdates 

#COVID19 cases in #Africa  

Region wise confirmed #COVID19 cases in Africa are:

▶ #NorthAfrica 12… https://t.co/B76V7koQEL",India,Sun Jul 12 09:04:43 +0000 2020,0.55,0.95,Very Positive
199,200,"Tracking five Indian states that have the most #COVID19 infections.

#CoronaTracker #DailyUpdates… https://t.co/kjVEns8AG6",India,Sun Jul 12 09:03:09 +0000 2020,0.0,0.0,Neutral
200,201,"Confirmed #COVID19 cases in the Indian subcontinent.

#DailyUpdates

For more compelling facts, figures and perspec… https://t.co/KETAWzOJjB",India,Sun Jul 12 09:02:35 +0000 2020,0.35,0.8,Positive
201,202,"#DailyUpdates #IndiaFightsCoronavirus  

Visit ORF's #COVIDTracker: https://t.co/GhpmKnVzxf

State-wise distributio… https://t.co/7LXGEffsS7",India,Sun Jul 12 06:39:10 +0000 2020,0.0,0.0,Neutral
202,203,Is this because people don’t have a specific feature turned off?  #COVID19 #CovidTracker ?  #tracking ? https://t.co/oJ6FlW6C82,"Texas, USA",Sun Jul 12 04:33:23 +0000 2020,0.0,0.125,Neutral
203,204,"1 million registrations, 3 million to go. Let's beat this virus. #CovidTracker
#Ireland https://t.co/PiJ19z2okm","Dublin, Ireland",Sat Jul 11 21:16:18 +0000 2020,0.0,0.0,Neutral
204,205,"By now, we're all sick of hearing about #Covid-19, but this is a witty retro public service announcement that will… https://t.co/Wvo2K9tmdH",,Sat Jul 11 20:54:14 +0000 2020,-0.07142857142857144,0.6412698412698413,Negative
205,206,#coronavirus is not a #hoax. #COVID__19 is real. #WearAMask  before it his you and you family. #VirusCorona is real… https://t.co/XfobQZfiUL,Where I want to be.,Sat Jul 11 20:15:25 +0000 2020,0.2,0.30000000000000004,Positive
206,207,Have you downloaded the new #CovidTracker app?  It is another tool we have to continue to suppress #COVID19. You ca… https://t.co/8bnax4DZLV,County Hall  Tallaght Ireland,Sat Jul 11 20:00:10 +0000 2020,0.13636363636363635,0.45454545454545453,Positive
207,208,NL-Alert is a Cell Broadcast alarm system in use by the gov to quickly alert &amp; inform citizens of hazardous or cris… https://t.co/CY8PNUHBKD,"New Delhi, India",Sat Jul 11 19:09:16 +0000 2020,0.4666666666666667,0.7,Positive
208,209,Online Meeting brings exclusive insights and inspirational speakers to discuss about the latest research’s &amp; trends… https://t.co/hIRtxcrGnR,"London, UK",Sat Jul 11 18:38:35 +0000 2020,0.5,0.95,Positive
209,210,After chinese app banned in India..my nephew has develop his own app to discover Corona..#MustWatch #Corona… https://t.co/6cDXwKXtNk,sambalpur,Sat Jul 11 17:22:12 +0000 2020,0.0,0.0,Neutral
210,211,"#COVID19Ireland update, 11 July:

25,611 (+23) total cases.

Sadly, two more people with coronavirus have died. The… https://t.co/08EVvPYAwY",Ireland,Sat Jul 11 17:10:06 +0000 2020,-0.25,0.875,Negative
211,212,Latest update on staying safe as we ease slowly out of lockdown from the JoinZoe team &amp; friends… https://t.co/xiso7AD7ca,"Norfolk, UK",Sat Jul 11 16:57:53 +0000 2020,0.2333333333333333,0.6,Positive
212,213,I'm curious.. Is there a reason I can't engine search for China? 🤔 Looking for some data... #CovidTracker… https://t.co/624edpY8iK,Everywhere,Sat Jul 11 16:44:53 +0000 2020,-0.1,1.0,Negative
213,214,Did you install the Alberta Tracking app on your phone? Why? Why not? Just curious if anyone is actually using it.… https://t.co/YpSKrfpwWi,"Calgary, AB",Sat Jul 11 15:19:37 +0000 2020,-0.05,0.55,Negative
214,215,"A simple reason why you should wear a mask...!!

#COVID__19 #CovidTracker  #health @H_S_E @safetyphoto #mask… https://t.co/N46AWXF3JD","Perthshire, Scotland, GB",Sat Jul 11 14:51:04 +0000 2020,0.0,0.35714285714285715,Neutral
215,216,"Tracking top 10 Indian states with the most #COVID19 confirmed cases.

#CoronaTracker #DailyUpdates… https://t.co/ffpnJ5mEt5",India,Sat Jul 11 11:42:21 +0000 2020,0.45,0.75,Positive
216,217,"The 10 countries that have recorded highest #COVID19 cases in the world. 

India, with 823,471 cases, is the 3rd mo… https://t.co/yeM1C1o8kl",India,Sat Jul 11 11:41:28 +0000 2020,0.0,0.0,Neutral
217,218,"Confirmed #COVID19 cases of top 10 African countries.

#DailyUpdates

For more facts, figures and perspectives from… https://t.co/SvFM2TI0FO",India,Sat Jul 11 11:40:27 +0000 2020,0.3,0.5,Positive
218,219,"#DailyUpdates 

#COVID19 cases in #Africa  

Region wise confirmed #COVID19 cases in Africa are:

▶ #NorthAfrica 11… https://t.co/3vDxBGyqZc",India,Sat Jul 11 11:39:50 +0000 2020,0.55,0.95,Very Positive
219,220,"Confirmed #COVID19 cases in the Indian subcontinent.

#DailyUpdates

For more compelling facts, figures and perspec… https://t.co/ifyQcS2EEr",India,Sat Jul 11 11:38:23 +0000 2020,0.35,0.8,Positive
220,221,"#DailyUpdate

➪ Trend of India #COVID19 Deaths since the 100th case

➪ Total number of cases in the Indian region s… https://t.co/dgbj1VONcx",India,Sat Jul 11 11:37:36 +0000 2020,0.0,0.75,Neutral
221,222,"#DailyUpdate
➪ #COVID19 tests per mn vs deaths per mn (Top 10 African countries based on confirmed cases)

➪… https://t.co/gdVbEnyXmH",India,Sat Jul 11 11:35:34 +0000 2020,0.3,0.5,Positive
222,223,"#DailyUpdate
➪ COVID testing: Positivity rate of infections

➪ COVID death rate: Ratio of Total Deaths to Overall C… https://t.co/ITu6H56dQ8",India,Sat Jul 11 11:35:33 +0000 2020,0.0,0.375,Neutral
223,224,#COVIDTracker is a free app for your mobile phone. It will help us to protect each other and slow the spread of… https://t.co/MRfcfPaxBa,Municipal District of Bray,Sat Jul 11 11:30:13 +0000 2020,0.04999999999999999,0.6,Positive
224,225,Really loving the newest feature of the #CovidTracker app - every day it updates to which party Stephen Donnelly is… https://t.co/H02XF8bLR4,"Dublin City, Ireland",Sat Jul 11 10:51:58 +0000 2020,0.6,0.95,Very Positive
225,226,@greenparty_ie @EamonRyan @cathmartingreen @EamonRyan has promoted #CovidTracker. Less support from… https://t.co/7PwdoOwkFA,Ireland,Sat Jul 11 10:43:16 +0000 2020,-0.16666666666666666,0.06666666666666667,Negative
